objID,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag
162001100147349676,110.014816640,45.007504760,0.0136,0.0152,21.0166,0.0244,20.1080,0.0136,19.7369,0.0076,19.5478,0.0168,19.3409,0.1076
162011100025020232,110.002524650,45.007999610,0.0016,0.0028,21.2363,0.0329,19.8822,0.0095,18.6739,0.0035,18.1266,0.0084,17.8636,0.0099
162041099921474467,109.992137950,45.036528970,0.0010,0.0025,16.6467,0.0023,16.2326,0.0033,16.0835,0.0023,16.0241,0.0050,15.9856,0.0072
162011100213486568,110.021353360,45.013276200,0.0018,0.0019,15.7804,0.0026,15.1231,0.0008,14.8408,0.0021,14.7128,0.0091,14.6141,0.0043
162021100232370357,110.023223800,45.016468130,0.0118,0.0120,21.1318,0.0587,20.6001,0.0235,20.4569,0.0133,20.3104,0.0445,20.0217,0.1851
162001100070092215,110.007003470,45.001304890,0.0072,0.0067,21.8123,0.1766,20.8242,0.0295,19.6197,0.0100,19.0655,0.0073,18.7810,0.0160
161961099455723104,109.945520500,44.968771120,0.0254,0.0369,21.2097,0.0601,20.5758,0.0476,20.5940,0.0440,19.9158,0.1036,19.9345,0.1727
161971099355686279,109.935733980,44.979638840,0.0024,0.0127,20.0497,0.0127,18.7990,0.0037,17.7717,0.0033,17.3324,0.0089,17.0706,0.0041
161971099466941390,109.946710570,44.975604440,0.0030,0.0034,18.3378,0.0051,17.3846,0.0036,16.9913,0.0027,16.8138,0.0053,16.6896,0.0076
161941099456441662,109.945607600,44.950722970,0.1018,0.1068,21.9447,0.1794,21.6262,0.0478,21.7376,0.1586,21.2043,0.2822,,
161991099220421865,109.922210270,44.992633340,0.0249,0.0205,17.3443,0.0049,16.3380,0.0020,15.9406,0.0027,15.7593,0.0018,15.6351,0.0036
161971099251032296,109.925339690,44.976288630,0.0047,0.0132,20.1120,0.0132,18.8312,0.0045,17.5313,0.0027,16.9410,0.0070,16.6687,0.0075
161971099351070544,109.935209110,44.974880970,0.0084,0.0087,21.8661,0.0560,20.8339,0.0290,19.9387,0.0101,19.5332,0.0240,19.2672,0.0461
161991099276953537,109.927723150,44.994051850,0.0036,0.0047,14.7241,0.0034,14.2960,0.0014,14.1447,0.0021,14.1033,0.0037,14.0561,0.0017
161981099471821719,109.947134510,44.984225960,0.0029,0.0046,15.6458,0.0021,15.2887,0.0020,15.1708,0.0017,15.1499,0.0052,15.1222,0.0050
161971099478577318,109.947818440,44.980552350,0.0013,0.0046,17.5574,0.0041,17.1943,0.0042,17.0700,0.0029,17.0351,0.0065,16.9900,0.0094
161991099337706436,109.934050240,44.996403710,0.0063,0.0064,21.8732,0.0432,20.6679,0.0325,19.5091,0.0067,18.9492,0.0095,18.6750,0.0271
161991099446210554,109.944685580,44.991535990,0.0011,0.0026,18.5026,0.0046,18.1057,0.0039,17.9416,0.0026,17.8853,0.0079,17.8367,0.0087
161981099347966324,109.934833470,44.988034570,0.0168,0.0163,21.9651,0.1853,21.3444,0.0323,20.4454,0.0134,20.1040,0.0545,19.8534,0.0238
162001099327731905,109.932914070,45.000923070,0.0137,0.0161,20.7747,0.0245,19.8659,0.0087,19.4919,0.0077,19.2757,0.0220,19.1303,0.0354
161981099025321754,109.902510400,44.984242230,0.0233,0.0329,21.8932,0.0206,21.1811,0.0493,20.7825,0.0484,20.5237,0.1386,19.9454,0.1837
161991099005728333,109.900479550,44.998067110,0.0031,0.0026,16.9466,0.0031,16.1179,0.0013,15.8249,0.0047,15.6747,0.0055,15.5981,0.0037
162001098884340968,109.888338760,45.000251290,0.0516,0.0516,20.4289,0.0478,,,,,,,,
162001098869334415,109.886961780,45.003093460,0.0133,0.0153,21.2532,0.0811,20.8218,0.0402,20.5470,0.0171,20.4640,0.0431,20.4737,0.1299
161991099153239232,109.915245450,44.998747080,0.0058,0.0055,19.5956,0.0055,19.2067,0.0135,19.0902,0.0083,19.0642,0.0131,19.0266,0.0437
162011099239997870,109.923892480,45.014285460,0.0524,0.0584,21.3896,0.0648,21.1089,0.0744,21.0925,0.0406,21.0066,0.0301,,
162001099219098059,109.921684390,45.006087010,0.0112,0.0112,16.9714,0.1401,,,,,17.8715,0.0254,,
162011099212357248,109.921249060,45.013804400,0.0110,0.0142,19.8897,0.0359,19.7664,0.0824,19.7749,0.0358,19.0348,0.1123,19.0572,0.0721
162021099186251735,109.918654490,45.017560110,0.0197,0.0157,20.9246,0.0304,20.9610,0.0396,21.0249,0.0230,21.1188,0.0823,,
162001099214618204,109.921436550,45.006296020,0.0013,0.0044,15.9581,0.0026,15.3314,0.0019,15.0894,0.0027,14.9950,0.0050,14.9235,0.0040
162011099202164613,109.920183240,45.011638290,0.0040,0.0059,18.0238,0.0072,17.3833,0.0045,17.1045,0.0027,16.9812,0.0073,16.9055,0.0099
162001099142609710,109.914262700,45.007560700,0.0042,0.0047,18.8405,0.0082,18.2803,0.0083,18.0485,0.0030,17.9579,0.0130,17.8900,0.0080
162011099102595122,109.910237900,45.012060620,0.0024,0.0031,18.1998,0.0058,17.8173,0.0033,17.6686,0.0030,17.6299,0.0037,17.6003,0.0065
162041098983928871,109.898359310,45.040124950,0.0148,0.0156,21.8997,0.0967,20.9436,0.0288,20.5368,0.0255,20.0771,0.0777,19.9946,0.1198
162031099540104283,109.953971400,45.028053630,0.0165,0.0161,21.2400,0.0588,20.8016,0.0419,20.7257,0.0201,20.6238,0.0468,,
162031099364280022,109.936398330,45.024469910,0.0219,0.0231,21.7580,0.1464,21.3794,0.0519,21.0880,0.0403,20.9975,0.0790,20.5023,0.1394
162021099636363069,109.963581310,45.018687750,0.0077,0.0028,19.2671,0.0068,18.2611,0.0052,17.8040,0.0038,17.5834,0.0098,17.4729,0.0092
162011099496326496,109.949511330,45.013326940,0.0838,0.1840,21.7619,0.0996,,,21.7596,0.0594,,,,
162021099737142283,109.973707150,45.018046850,0.0037,0.0061,18.5118,0.0051,18.2423,0.0042,18.1490,0.0048,18.1538,0.0128,18.0870,0.0057
162011099531783989,109.953097070,45.011125340,0.0033,0.0023,15.0943,0.0027,14.7284,0.0019,14.5945,0.0017,14.5643,0.0051,14.5330,0.0027
162011099530449654,109.953018390,45.015845930,0.0145,0.0148,21.3642,0.0545,20.8648,0.0245,20.6620,0.0123,20.4701,0.0640,20.6669,0.1600
162031099812623748,109.981434080,45.027437160,0.1059,0.1059,21.5554,0.1899,,,21.6517,0.1493,,,,
162051099673664948,109.967138140,45.045162730,0.1088,0.1088,21.9205,0.1964,21.9070,0.1827,21.3941,0.1851,,,,
162021099751618396,109.975104670,45.023105460,0.0133,0.0113,21.2207,0.0540,20.5017,0.0478,20.2288,0.0290,19.7230,0.0809,19.5314,0.0179
162021099792395870,109.979197890,45.021007030,0.0196,0.0203,21.7614,0.0227,21.3318,0.0301,20.9440,0.0180,20.8349,0.1243,,
162031099819872560,109.982038520,45.026578370,0.0284,0.0339,21.9812,0.1579,21.2618,0.0625,21.1471,0.0427,21.0268,0.1261,,
162041099680635768,109.968117900,45.037587990,0.0114,0.0121,20.7793,0.0524,19.9767,0.0554,19.7836,0.0246,19.1935,0.0393,19.0870,0.1048
162031099701322828,109.970124650,45.026819020,0.0012,0.0021,17.7070,0.0035,17.0578,0.0045,16.7999,0.0026,16.6866,0.0065,16.6094,0.0092
162031099652317132,109.965248630,45.030409670,0.0013,0.0025,18.8340,0.0117,18.3795,0.0076,18.1690,0.0044,18.1003,0.0134,18.0828,0.0118
162061099045914861,109.904522510,45.053481740,0.0611,0.0700,21.5422,0.1439,21.3402,0.1338,21.4489,0.0730,21.1916,0.2834,,
162061099205229986,109.920504080,45.057778740,0.0014,0.0051,17.1478,0.0035,16.6343,0.0026,16.4520,0.0024,16.3893,0.0098,16.3341,0.0044
162071099116195846,109.911612760,45.062665020,0.0036,0.0079,13.9055,0.0048,13.8142,0.0018,14.0092,0.0220,13.8766,0.0081,13.8470,0.0011
162051099401660356,109.940213590,45.041313520,0.0105,0.0245,20.9947,0.0630,20.3326,0.0486,19.9936,0.0463,19.2868,0.0796,19.2724,0.0737
162041099277837156,109.927799210,45.038777390,0.0061,0.0072,20.9778,0.0636,20.4728,0.0204,20.3202,0.0126,20.2143,0.0308,20.1381,0.1011
162061099190401053,109.918988380,45.050447130,0.0140,0.0140,18.3920,0.0555,,,,,15.7834,0.0420,,
162041099074205230,109.907347100,45.037228210,0.0118,0.0122,21.2820,0.0480,20.5658,0.0549,20.3657,0.0248,19.8651,0.0952,19.8508,0.1157
162051099402820019,109.940246870,45.041272610,0.0486,0.0849,21.1343,0.1028,,,,,19.5165,0.0926,19.1658,0.0320
162041099384487352,109.938477020,45.038875400,0.0168,0.0292,21.6587,0.1112,20.6163,0.0266,19.3109,0.0094,18.7145,0.0116,18.4129,0.0233
162091099341427640,109.934154390,45.080748910,0.0058,0.0068,20.8010,0.0477,19.6677,0.0408,19.2668,0.0190,18.8981,0.0568,18.6780,0.0463
162091099180883559,109.918069060,45.077381020,0.0015,0.0039,20.0441,0.0124,19.4984,0.0062,19.2831,0.0099,19.1402,0.0117,19.0670,0.0102
162081099373286576,109.937376290,45.071565280,0.0115,0.0118,21.6463,0.1431,21.0389,0.0351,20.2228,0.0109,19.8275,0.0253,19.4699,0.0214
162081099432376299,109.943182680,45.071499060,0.1317,0.1317,21.6249,0.1923,21.7808,0.2554,21.0454,0.2536,,,,
162091099303101157,109.930314730,45.075439000,0.0107,0.0123,22.1342,0.1878,21.4079,0.0264,20.1568,0.0132,19.6752,0.0211,19.4343,0.0953
162021100492017734,110.049172930,45.022543310,0.0532,0.0718,21.6124,0.0511,21.5747,0.0949,21.4977,0.0493,20.9502,0.3134,,
162041100392131624,110.039189870,45.034169080,0.0126,0.0138,20.9578,0.0434,20.8405,0.0301,20.7776,0.0196,20.6065,0.1419,20.5268,0.1423
162031100445579324,110.044568240,45.032264370,0.0205,0.0206,21.8114,0.0747,21.0970,0.0805,20.7329,0.0344,20.2492,0.1016,19.8950,0.1413
162011100561082056,110.056115090,45.009522300,0.0013,0.0055,16.9418,0.0048,16.4310,0.0018,16.2586,0.0027,16.1891,0.0029,16.1372,0.0054
162001100597683259,110.059772670,45.002182650,0.0014,0.0034,18.4397,0.0072,18.0632,0.0056,17.9232,0.0039,17.8827,0.0079,17.8402,0.0203
162021100310095131,110.031016220,45.020396590,0.0071,0.0059,21.7476,0.2388,20.8095,0.0471,19.4052,0.0110,18.7272,0.0075,18.4128,0.0419
162051100420372404,110.042032730,45.043135860,0.0032,0.0059,21.1241,0.0398,19.8244,0.0150,18.9259,0.0075,18.4805,0.0036,18.2212,0.0056
162061100475345726,110.047474990,45.054187380,0.0144,0.0148,21.9585,0.1866,21.3882,0.0482,20.6316,0.0194,20.1113,0.0540,20.0173,0.1051
162051100711496494,110.071195970,45.046555910,0.0215,0.0138,14.4190,0.0040,13.6620,0.0000,13.4490,,13.1983,0.0060,13.0887,0.0051
162051100580063906,110.058037980,45.044375920,0.0172,0.0205,21.4816,0.0409,21.1164,0.0570,20.9155,0.0260,20.9406,0.1670,,
162061100556260401,110.055698970,45.049807570,0.0147,0.0048,20.7923,0.0372,19.7341,0.0201,19.1847,0.0047,18.9180,0.0152,18.7334,0.0350
162051100433298562,110.043286440,45.048249530,0.0016,0.0051,20.1471,0.0117,19.2206,0.0073,18.8262,0.0040,18.6353,0.0104,18.4761,0.0181
162041100709499838,110.070994040,45.040990630,0.0167,0.0197,21.5441,0.0491,21.0445,0.0768,20.8132,0.0173,20.6906,0.0812,20.3572,0.4939
162041100541930304,110.054245330,45.032978370,0.0717,0.0824,21.9340,0.2172,21.5117,0.1144,21.4961,0.0466,21.3162,0.1636,,
162031100600488006,110.059987100,45.031120280,0.0203,0.0167,21.5250,0.0481,20.9119,0.0286,20.7030,0.0149,20.4701,0.0616,20.6470,0.1604
162041100728149992,110.072814520,45.041111360,0.0066,0.0129,21.6859,0.1496,20.7487,0.0415,19.3828,0.0084,18.6740,0.0103,18.3687,0.0185
162061100044610642,110.004465490,45.049989470,0.0027,0.0041,18.5454,0.0041,17.2805,0.0064,16.4492,0.0028,16.0580,0.0050,15.8491,0.0057
162051100111179946,110.011113820,45.049394500,0.0058,0.0063,21.6267,0.0723,20.4237,0.0223,19.4108,0.0067,18.8868,0.0227,18.6924,0.0302
162071099983152546,109.998320560,45.059918820,0.0016,0.0019,16.8462,0.0045,16.3813,0.0030,16.1959,0.0024,16.1397,0.0040,16.0832,0.0040
162051100161472445,110.016100760,45.043098010,0.1322,0.2097,21.8770,0.1871,21.6964,0.1523,21.6331,0.0875,,,,
162041100248165590,110.024865950,45.037425720,0.0051,0.0055,21.6176,0.0561,20.6457,0.0272,19.1014,0.0041,18.4381,0.0205,18.0438,0.0151
162051100270876616,110.026984070,45.046703610,0.0062,0.0058,22.0207,0.1623,21.0823,0.0357,19.3887,0.0098,18.5836,0.0286,18.2217,0.0158
162051099961324705,109.996181420,45.045040440,0.0047,0.0087,19.4223,0.0126,18.8501,0.0064,18.6281,0.0039,18.5121,0.0262,18.4881,0.0171
162041100135175943,110.013497210,45.037745280,0.0015,0.0057,20.9787,0.0378,19.7363,0.0087,18.4056,0.0051,17.8136,0.0109,17.5229,0.0138
162051100341131577,110.034120340,45.042459510,0.0029,0.0034,18.2239,0.0081,17.6547,0.0023,17.4558,0.0038,17.3594,0.0047,17.2814,0.0159
162041100232613307,110.023266970,45.035560360,0.0024,0.0031,19.5103,0.0087,19.1705,0.0048,19.0204,0.0038,18.9512,0.0023,18.8605,0.0286
162081100174024194,110.017525450,45.069570890,0.0584,0.0584,21.3946,0.0794,21.3074,0.1290,,,,,,
162081100178634141,110.017758820,45.069637200,0.2361,0.1603,21.4850,0.1222,20.6286,0.1503,19.4716,0.0709,18.7448,0.2901,19.0670,0.0000
162101100197992615,110.019806490,45.084943480,0.0023,0.0101,20.7079,0.0277,19.6021,0.0124,19.0244,0.0049,18.7136,0.0059,18.5806,0.0112
162081100402603717,110.040287930,45.069240020,0.0471,0.0406,21.3845,0.1520,21.4296,0.1866,21.0372,0.0251,20.6332,0.0785,20.7709,0.0000
162091100067036920,110.006654550,45.080170050,0.0070,0.0076,21.9033,0.0562,20.6038,0.0368,19.7442,0.0082,19.2966,0.0195,19.0198,0.0415
162071100285736116,110.028581950,45.062904870,0.0059,0.0037,16.5429,0.0027,16.1563,0.0047,16.0080,0.0017,15.9595,0.0040,15.9154,0.0044
162061100371188628,110.037025080,45.056683440,0.1420,0.1420,21.7400,0.2427,,,21.9800,0.0448,,,,
162071100161257755,110.016188820,45.064310970,0.0046,0.0051,19.9043,0.0160,19.5065,0.0158,19.3750,0.0051,19.3270,0.0268,19.2767,0.0456
162081100182574305,110.018220600,45.069790240,0.0186,0.0122,21.3509,0.1187,20.5234,0.0577,20.0123,0.0255,19.5746,0.0651,19.1647,0.0448
162081100310102653,110.030984830,45.068335810,0.0118,0.0122,21.8765,0.1731,21.0078,0.0303,20.3754,0.0169,20.0672,0.0412,19.6068,0.0244
162071100062388747,110.006229940,45.065082070,0.0015,0.0017,18.5413,0.0052,17.6557,0.0046,17.2984,0.0020,17.1274,0.0060,17.0021,0.0168
162061100280534560,110.027962210,45.053293900,0.0251,0.0272,21.4812,0.1321,21.3073,0.0495,21.0177,0.0306,20.6122,0.1721,20.3416,0.2680
162081100806849977,110.080746430,45.074337440,0.0833,0.0502,21.6022,0.0520,21.4227,0.0515,21.3867,0.0419,21.3033,0.1935,,
162091100713263407,110.071327770,45.077325680,0.0201,0.0260,21.3604,0.0279,19.9976,0.0303,18.8561,0.0064,18.3219,0.0079,18.0407,0.0206
162071100735985993,110.073599550,45.062788530,0.0708,0.0998,21.8164,0.1889,21.4009,0.1244,21.3337,0.0455,20.9152,0.1635,,
162081100767117590,110.076708520,45.072454160,0.0069,0.0062,20.3656,0.0521,19.7201,0.0104,19.4424,0.0099,19.3121,0.0208,19.0998,0.0439
162091100514090770,110.051412530,45.075091080,0.0080,0.0072,21.2466,0.0670,19.9883,0.0189,18.9748,0.0073,18.5003,0.0130,18.2258,0.0150
162091100534031224,110.053425310,45.075500030,0.0038,0.0028,18.4528,0.0059,17.9495,0.0070,17.7678,0.0039,17.6839,0.0127,17.6344,0.0100
162061100866732311,110.086694660,45.051337650,0.0089,0.0094,21.6422,0.0730,20.5975,0.0308,19.9449,0.0092,19.6011,0.0219,19.3463,0.0412
162111100210746381,110.021072660,45.096514960,0.0064,0.0072,20.6924,0.0268,20.0511,0.0427,19.7275,0.0215,19.2830,0.0563,19.1176,0.0419
162101100237254741,110.023698960,45.086740660,0.0033,0.0025,15.7316,0.0042,14.7808,0.0018,14.3981,0.0033,14.2278,0.0027,14.0946,0.0031
162101100285847208,110.028514770,45.088837020,0.0066,0.0109,21.8075,0.0250,20.7875,0.0285,19.7879,0.0098,19.2604,0.0166,19.0012,0.0344
162101100386365821,110.038617250,45.087639830,0.0090,0.0104,19.7457,0.0269,19.7070,0.0966,19.4086,0.0375,18.9972,0.1080,18.7970,0.0785
162101100535908047,110.053515230,45.089523740,0.0202,0.0281,22.0981,0.1880,21.3799,0.0367,20.8935,0.0238,20.6309,0.0646,20.0038,0.2463
162091100506356734,110.050659170,45.080057970,0.0085,0.0094,20.7608,0.0443,20.3126,0.0186,20.1668,0.0147,20.1310,0.0450,19.9825,0.0869
162081100478368020,110.047825960,45.072873060,0.0018,0.0050,19.3684,0.0171,18.7865,0.0051,18.5515,0.0035,18.4497,0.0067,18.3574,0.0201
162111100179776280,110.018084270,45.096390350,0.0288,0.0296,21.9786,0.1635,21.4105,0.0715,21.2269,0.0438,20.9374,0.1738,,
162081099928364929,109.992729380,45.070199030,0.0526,0.0816,21.6280,0.1700,21.5860,0.0683,21.6869,0.0659,,,,
162091099754328563,109.975474450,45.081498340,0.0723,0.0682,21.4350,0.0213,21.2897,0.1062,21.1194,0.0661,20.9191,0.0124,,
162081099984650383,109.998484650,45.066468100,0.0059,0.0049,19.4074,0.0104,18.4773,0.0065,18.0757,0.0031,17.8944,0.0081,17.7718,0.0241
162051099904069211,109.990412860,45.048802330,0.0025,0.0063,18.7174,0.0030,17.8863,0.0040,17.5639,0.0024,17.4247,0.0143,17.3251,0.0114
162081099557345004,109.955712400,45.070295230,0.0044,0.0046,21.3238,0.0676,19.9486,0.0152,18.8709,0.0060,18.4147,0.0075,18.1369,0.0267
162061099817747374,109.981756340,45.055589670,0.0014,0.0025,18.4442,0.0014,18.0364,0.0046,17.8647,0.0033,17.8104,0.0081,17.7596,0.0241
162091099751528127,109.975332950,45.081364270,0.0715,0.1063,21.5734,0.1337,21.4251,0.0328,21.3192,0.0454,20.9255,0.1799,,
162081099762370121,109.976113530,45.066202890,0.1793,0.3099,22.0333,0.1747,21.5798,0.1788,21.6959,0.0841,,,,
162091100033839586,110.003386280,45.082460840,0.0022,0.0030,16.6516,0.0025,16.2143,0.0018,16.0531,0.0019,16.0119,0.0039,15.9626,0.0040
162101100071149349,110.007129500,45.090575600,0.0011,0.0021,18.8403,0.0052,18.1880,0.0047,17.8978,0.0032,17.7672,0.0054,17.6459,0.0139
162081100012868147,110.001378630,45.072936690,0.0161,0.0181,21.3576,0.0297,21.1282,0.0466,20.9836,0.0214,20.7772,0.1038,,
162091099876803460,109.987715610,45.077314700,0.0072,0.0076,20.5635,0.0243,20.0043,0.0199,19.8255,0.0081,19.7460,0.0290,19.6151,0.0406
162111099844716501,109.984359090,45.096471010,0.0049,0.0175,21.6371,0.0769,20.3710,0.0163,19.5766,0.0102,19.1875,0.0197,19.0245,0.0183
162101099380302725,109.938003300,45.085013490,0.0080,0.0084,21.7428,0.0986,20.8675,0.0255,19.9381,0.0114,19.5518,0.0175,19.3154,0.0425
162101099386001409,109.938599810,45.083936900,0.0254,0.0325,21.7037,0.1575,21.3341,0.0463,20.9937,0.0350,20.5259,0.0429,,
162101099521426973,109.952168870,45.088365060,0.1750,0.1750,22.1309,0.1622,,,21.6201,0.1743,,,,
162111100080697206,110.008012160,45.097168790,0.0132,0.0146,21.3487,0.0658,20.9921,0.0366,20.7543,0.0169,20.6164,0.1162,,
161971098663545490,109.866410610,44.978978780,0.0060,0.0059,21.3790,0.0549,20.0487,0.0325,19.2593,0.0076,18.8778,0.0115,18.7050,0.0278
161971098653964737,109.865549010,44.978344470,0.0091,0.0081,21.7077,0.1099,20.3502,0.0344,19.4724,0.0079,19.1029,0.0184,18.9283,0.0175
161991098719379656,109.871941780,44.999148160,0.0049,0.0060,19.2599,0.0099,18.8091,0.0032,18.6266,0.0058,18.5581,0.0122,18.5193,0.0178
162001098648023494,109.864770460,45.002343260,0.0078,0.0108,18.2069,0.0107,16.9427,0.0218,15.4915,0.0020,14.7942,0.0040,14.4746,0.0066
162031098687751305,109.868737600,45.025496930,0.0139,0.0153,21.4647,0.0085,20.9698,0.0396,20.7171,0.0162,20.5466,0.0472,20.2998,0.1114
162001098745478226,109.874642570,45.006269620,0.0019,0.0044,18.7635,0.0132,17.7881,0.0029,17.4046,0.0035,17.2287,0.0090,17.0924,0.0051
162001098743821300,109.874517110,45.000558890,0.0125,0.0088,20.7424,0.0274,20.2266,0.0316,19.9719,0.0178,19.7084,0.0550,19.6541,0.1093
162001098755657449,109.875548200,45.005590990,0.0032,0.0125,20.2899,0.0969,19.5259,0.0181,19.0943,0.0053,18.9097,0.0138,18.7424,0.0566
162061098824831256,109.882469040,45.050486440,0.0029,0.0024,18.0063,0.0047,17.5835,0.0040,17.4267,0.0024,17.3785,0.0050,17.3308,0.0090
162021098811168678,109.881075460,45.023437510,0.0435,0.0417,21.8485,0.1670,21.4895,0.0648,21.1856,0.0424,20.8835,0.2475,20.6483,0.1505
162051098801026906,109.880076970,45.046861520,0.0087,0.0114,20.7504,0.0309,20.3060,0.0144,20.1992,0.0131,20.0978,0.0296,19.8320,0.1878
162061098998915272,109.899848690,45.053810110,0.0022,0.0050,21.2772,0.0327,20.0947,0.0118,19.2191,0.0047,18.8142,0.0186,18.5763,0.0148
162071099001551671,109.900167150,45.059166580,0.0019,0.0033,15.3304,0.0017,14.6452,0.0048,14.4019,0.0070,14.2803,0.0040,14.1786,0.0018
162071098988762399,109.898853390,45.059774990,0.0079,0.0162,17.3992,0.0068,16.8833,0.0021,16.7010,0.0036,16.6339,0.0069,16.5836,0.0095
